frame,time_s,fused_u,fused_v,du_fused,dv_fused,radar_x,radar_y,radar_z,dx_radar,dy_radar,yolo_cx,yolo_cy,yolo_w,yolo_h,du_yolo,dv_yolo,range_m,vel_mps,confidence
328,37.522,366.4,783.8,0.0,0.0,-0.618,2.645,0.011,0.008,0.012,366.4,783.8,724.5,555.7,0.0,0.0,2.64,0.12,0.86
329,37.982,366.6,784.7,0.2,0.9,-0.623,2.650,0.008,-0.005,0.006,903.6,626.6,230.1,797.1,537.2,-157.2,2.65,0.12,0.85
330,37.993,367.7,785.0,1.1,0.2,-0.628,2.654,0.006,-0.005,0.003,902.7,622.5,232.1,794.8,-0.8,-4.1,2.65,0.11,0.86
331,38.003,367.7,785.0,0.0,0.0,-0.633,2.656,0.003,-0.005,0.002,902.7,622.5,232.1,794.8,0.0,0.0,2.66,0.11,0.86
332,38.015,367.7,785.0,0.0,0.0,-0.639,2.657,0.001,-0.005,0.001,902.7,622.5,232.1,794.8,0.0,0.0,2.66,0.11,0.86
333,38.025,368.3,786.0,0.7,1.0,-0.608,3.024,-0.037,0.031,0.368,368.3,786.0,725.4,559.0,-534.4,163.5,3.02,0.09,0.86
334,38.481,857.1,605.0,488.7,-181.0,-0.145,3.249,-0.141,0.463,0.225,857.1,605.0,296.2,836.2,488.7,-181.0,3.25,0.07,0.86
335,38.487,857.1,605.0,0.0,0.0,-0.177,3.257,-0.122,-0.032,0.009,857.1,605.0,296.2,836.2,0.0,0.0,3.26,0.08,0.86
336,38.493,857.1,605.0,0.0,0.0,-0.196,3.263,-0.107,-0.019,0.006,857.1,605.0,296.2,836.2,0.0,0.0,3.26,0.08,0.86
337,38.503,857.1,605.0,0.0,0.0,-0.212,3.267,-0.096,-0.016,0.003,857.1,605.0,296.2,836.2,0.0,0.0,3.27,0.09,0.86
338,38.519,855.0,602.6,-2.0,-2.3,-0.225,3.265,-0.090,-0.013,-0.002,855.0,602.6,296.2,834.9,-2.0,-2.3,3.26,0.09,0.86
339,38.525,855.0,602.6,0.0,0.0,-0.232,3.262,-0.083,-0.007,-0.003,855.0,602.6,296.2,834.9,0.0,0.0,3.26,0.09,0.86
340,38.982,818.8,613.6,-36.2,11.0,-0.238,3.251,-0.076,-0.006,-0.011,818.8,613.6,316.5,900.7,-36.2,11.0,3.25,0.09,0.84
341,38.990,815.7,605.5,-3.1,-8.1,-0.242,3.243,-0.072,-0.004,-0.008,815.7,605.5,316.6,898.4,-3.1,-8.1,3.24,0.10,0.84
342,39.000,815.7,605.5,0.0,0.0,-0.246,3.237,-0.069,-0.004,-0.006,815.7,605.5,316.6,898.4,0.0,0.0,3.24,0.10,0.84
343,39.011,815.4,602.1,-0.3,-3.4,-0.249,3.229,-0.068,-0.003,-0.008,815.4,602.1,313.4,895.0,-0.3,-3.4,3.23,0.10,0.82
344,39.022,815.4,602.1,0.0,0.0,-0.252,3.223,-0.068,-0.003,-0.006,815.4,602.1,313.4,895.0,0.0,0.0,3.22,0.10,0.82
345,39.481,692.1,581.4,-123.3,-20.7,-0.284,3.271,-0.032,-0.032,0.048,692.1,581.4,379.1,918.6,-123.3,-20.7,3.27,0.11,0.88
346,39.490,687.4,583.7,-4.6,2.2,-0.306,3.301,-0.008,-0.022,0.030,687.4,583.7,381.5,928.5,-4.6,2.2,3.30,0.11,0.88
347,39.502,687.4,583.7,0.0,0.0,-0.322,3.320,0.006,-0.015,0.019,687.4,583.7,381.5,928.5,0.0,0.0,3.32,0.11,0.88
348,39.512,687.4,583.7,0.0,0.0,-0.333,3.331,0.016,-0.011,0.011,687.4,583.7,381.5,928.5,0.0,0.0,3.33,0.11,0.88
349,39.524,1724.0,533.0,1036.6,-50.6,0.779,3.472,-0.045,1.112,0.140,685.5,584.1,381.8,926.9,-1.9,0.4,3.47,0.00,0.32
350,39.981,689.9,579.0,-1034.2,46.0,-0.352,3.336,0.024,-1.131,-0.135,689.9,579.0,378.5,953.0,4.4,-5.1,3.34,0.11,0.89
351,39.988,690.7,576.3,0.8,-2.7,-0.360,3.334,0.025,-0.008,-0.002,690.7,576.3,380.9,948.4,0.8,-2.7,3.33,0.11,0.89
352,39.998,690.7,576.3,0.0,0.0,-0.366,3.332,0.025,-0.006,-0.002,690.7,576.3,380.9,948.4,0.0,0.0,3.33,0.12,0.89
353,40.009,690.7,576.3,0.0,0.0,-0.371,3.330,0.026,-0.005,-0.002,690.7,576.3,380.9,948.4,0.0,0.0,3.33,0.12,0.89
354,40.020,690.7,576.3,0.0,0.0,-0.375,3.327,0.025,-0.004,-0.002,690.7,576.3,380.9,948.4,0.0,0.0,3.33,0.12,0.89
355,40.032,690.7,576.3,0.0,0.0,-0.373,3.317,0.020,0.003,-0.010,690.7,576.3,380.9,948.4,0.0,0.0,3.32,0.12,0.89
356,40.482,714.0,547.8,23.3,-28.5,-0.344,3.246,-0.010,0.029,-0.071,714.0,547.8,476.9,1015.5,23.3,-28.5,3.25,0.11,0.88
357,40.486,714.0,547.8,0.0,0.0,-0.323,3.196,-0.032,0.021,-0.050,714.0,547.8,476.9,1015.5,0.0,0.0,3.20,0.11,0.88
358,40.832,732.8,537.0,18.8,-10.8,-0.300,3.139,-0.047,0.023,-0.058,732.8,537.0,464.7,1067.3,18.8,-10.8,3.14,0.11,0.89
359,41.032,1722.9,534.1,990.1,-3.0,0.779,3.472,-0.045,1.079,0.333,693.8,536.2,492.2,1064.0,-39.0,-0.8,3.47,0.00,0.28
360,41.039,1722.9,534.1,0.0,0.0,0.779,3.472,-0.045,0.000,0.000,693.8,536.2,492.2,1064.0,0.0,0.0,3.47,0.00,0.28
361,41.482,615.2,536.0,-1107.8,1.9,-0.277,3.022,-0.007,-1.056,-0.450,615.2,536.0,666.8,1069.5,-78.7,-0.2,3.02,0.11,0.90
362,41.483,615.2,536.0,0.0,0.0,-0.262,2.996,-0.029,0.015,-0.026,615.2,536.0,666.8,1069.5,0.0,0.0,3.00,0.11,0.90
363,41.784,682.9,538.1,67.7,2.1,-0.289,3.020,-0.040,-0.027,0.024,682.9,538.1,675.0,1074.5,67.7,2.1,3.02,0.11,0.89
364,41.792,690.3,538.9,7.4,0.8,-0.307,3.034,-0.048,-0.018,0.014,690.3,538.9,692.1,1075.4,7.4,0.8,3.03,0.11,0.89
365,42.182,735.8,538.5,45.6,-0.4,-0.308,3.016,-0.057,-0.001,-0.018,735.8,538.5,846.9,1074.5,45.6,-0.4,3.02,0.11,0.89
366,42.187,735.8,538.5,0.0,0.0,-0.308,3.003,-0.064,-0.000,-0.013,735.8,538.5,846.9,1074.5,0.0,0.0,3.00,0.12,0.89
367,42.581,692.0,537.9,-43.9,-0.6,-0.316,2.962,-0.049,-0.007,-0.041,692.0,537.9,903.9,1074.9,-43.9,-0.6,2.96,0.13,0.87
368,42.589,692.0,537.9,0.0,0.0,-0.319,2.934,-0.050,-0.003,-0.028,692.0,537.9,903.9,1074.9,0.0,0.0,2.93,0.14,0.87
369,43.032,452.7,532.3,-239.2,-5.6,-0.322,2.897,-0.051,-0.004,-0.037,452.7,532.3,897.9,1060.8,-239.2,-5.6,2.90,0.14,0.83
370,43.042,452.7,532.3,0.0,0.0,-0.325,2.871,-0.051,-0.003,-0.026,452.7,532.3,897.9,1060.8,0.0,0.0,2.87,0.15,0.83
371,43.054,452.7,532.3,0.0,0.0,-0.327,2.852,-0.051,-0.002,-0.019,452.7,532.3,897.9,1060.8,0.0,0.0,2.85,0.15,0.83
372,43.064,452.7,532.3,0.0,0.0,-0.328,2.838,-0.052,-0.001,-0.014,452.7,532.3,897.9,1060.8,0.0,0.0,2.84,0.15,0.83
373,43.077,452.7,532.3,0.0,0.0,-0.342,2.879,-0.020,-0.014,0.041,452.7,532.3,897.9,1060.8,0.0,0.0,2.88,0.15,0.83
